,QN08,BX28,QN55,BK50,BX41,QN26,BK68,QN38,QN52,BK44,QN01,BX98,QN07,QN48,BK77,BK41,BK75,QN33,QN44,MN06,BX07,QN62,SI11,QN15,SI08,BX10,BX33,QN37,BK81,QN35,SI37,QN23,QN12,QN46,QN50,BK91,BK95,QN66,QN41,BK09,QN54,SI12,SI28,BX43,BK64,BX55,BK63,SI14,BX06,BK21,BK26,BX22,QN19,BK34,BX03,BX31,QN17,BX29,BX30,BK27,BX05,QN22,QN51,QN02,QN76,BX35,QN28,QN63,BK88,MN19,QN43,QN61,MN04,MN50,BK58,BK96,BK90,BX59,QN10,BK17,BX26,SI45,SI36,MN36,MN34,MN27,MN21,MN31,MN40,MN33,BK33,BK61,BK69,QN25,BK30,BK31,BX01,BX40,BX09,BX49,BK43,BK46,SI99,MN09,MN11,MN17,MN32,QN71,QN98,BK25,BK28,BK29,QN03,QN05,SI24,BX62,BX52,QN68,QN56,QN57,MN12,MN14,QN70,QN72,BX44,BX17,BX36,QN20,QN21,BX14,BK42,QN27,SI01,SI32,BK19,BK23,SI25,SI54,MN13,MN15,BK72,SI05,SI48,BX75,MN24,MN25,BX08,MN03,MN99,QN45,QN06,BK32,BK37,QN34,QN42,BX37,BX46,QN30,QN31,QN18,QN29,BK38,BK35,BK78,BX27,BK83,QN53,BK60,BX34,BX39,BX63,SI35,SI07,SI22,BK79,BK85,BK76,MN20,MN22,MN23,MN01,MN35,QN47,QN49,QN60,QN99,BX13,BX99,BK45,BK82,BK93,BK73,MN28,BK40,BK99
220 West 37 Street,1837.34,1594.41,1587.58,1928.04,1445.75,1267.88,1202.29,1548.41,1580.57,2010.55,1726.88,1429.02,1966.13,1635.64,1209.15,1507.87,1275.29,2056.69,2076.81,873.93,1843.38,1441.49,2525.82,2662.49,2174.94,1884.9,1262.93,1536.7,1555.03,1533.67,2209.13,1649.1,2929.53,1795.58,1004.07,1950.62,1730.68,2198.93,1568.69,1187.79,1592.24,1941.92,1867.39,1668.87,1382.79,1511.36,1618.41,1959.43,1689.93,2207.0,1993.52,1467.21,1236.67,1517.54,2065.51,1944.06,1317.67,1430.62,1508.64,1863.06,1617.54,1428.05,1616.12,1816.01,1635.39,1389.12,1087.48,953.31,1665.02,293.97,1982.77,1668.35,952.55,520.25,2030.15,1771.75,1029.23,1640.41,2740.66,2114.21,1239.0,2582.9,2536.19,1007.83,875.4,756.48,400.27,478.68,436.58,663.89,1300.29,1537.73,1337.3,1271.77,1671.21,1673.42,1413.39,1482.49,1552.75,1803.52,1959.55,1745.37,3084.28,772.72,831.34,158.44,618.74,885.91,1776.83,1891.26,1791.8,1900.72,1935.28,2096.15,2367.35,1887.74,1669.93,659.37,1749.77,1965.94,590.67,417.49,832.04,980.42,1897.67,1511.61,1358.02,1113.9,1174.21,1332.06,1705.88,1267.62,2676.9,2420.74,2126.22,2006.0,2765.23,2789.18,399.01,193.21,1071.13,2040.83,2503.87,1460.71,714.84,1004.81,1443.76,1049.46,559.08,1936.4,1597.39,1372.14,1391.54,1817.42,1713.1,1803.08,1652.18,886.59,687.72,1184.48,1079.32,1040.65,1328.63,1207.73,1288.19,1419.12,1517.38,1673.55,1251.68,1121.91,1187.38,2266.81,2100.43,2187.53,1402.57,1563.34,741.79,321.52,576.31,507.86,1292.47,1150.99,1771.37,1659.39,1546.86,1651.63,2101.38,1928.63,2226.61,1789.44,1917.57,1001.9,789.59,1326.24,2127.89
150 West 19 Street,1970.92,1769.19,1721.16,1968.08,1648.98,1466.49,974.38,1681.99,1734.47,1826.37,1860.46,1591.78,2099.71,1769.21,1296.83,1323.69,1102.6,2190.26,2210.39,1094.49,2016.92,1575.07,2614.14,2796.07,1990.76,2047.66,1425.68,1670.28,1595.07,1667.24,2024.95,1847.71,3063.11,1929.15,1141.08,1766.44,1546.5,2332.51,1702.27,959.88,1725.82,1928.67,1656.32,1889.43,1178.17,1674.12,1413.79,1775.25,1875.64,2022.82,1809.34,1687.77,1370.24,1333.36,2240.29,2106.82,1451.25,1651.18,1683.41,1678.88,1792.31,1626.66,1814.73,1949.59,1768.96,1551.88,1286.08,1151.92,1480.83,492.58,2116.35,1801.92,1173.11,405.2,1845.97,1649.93,1152.62,1803.17,2652.31,1930.03,1413.78,2398.72,2352.01,1228.39,1074.01,528.57,263.29,675.41,635.19,862.5,1116.11,1333.11,1148.77,1405.34,1487.03,1489.24,1633.95,1657.27,1715.51,1968.08,1775.37,1561.19,2900.1,993.28,1029.95,353.94,817.35,1084.51,1910.41,1707.08,1607.62,1716.54,2068.86,2229.73,2171.91,2062.51,1832.69,834.39,1883.35,2099.51,789.28,636.29,1030.65,1179.03,2118.23,1674.37,1532.79,1247.48,1307.79,1506.84,1521.7,1466.23,2758.74,2502.58,1942.04,1821.82,2569.79,2619.28,261.7,424.1,943.48,1992.79,2585.72,1623.47,435.98,789.06,1606.52,1248.06,757.69,2069.98,1730.97,1187.96,1169.06,1951.0,1846.68,1965.84,1818.77,1020.17,821.3,1318.06,1212.9,812.73,1314.24,1219.32,1450.95,1552.7,1650.96,1468.93,1414.43,1284.67,1362.16,2055.74,1889.35,1976.46,1442.61,1660.84,875.37,408.3,358.87,192.21,1513.03,1371.56,1969.98,1858.0,1680.44,1785.21,2264.13,2149.19,2101.7,1886.93,2006.52,916.57,692.85,1142.06,1996.63
142 West 31 Street,1831.65,1629.91,1581.89,1922.34,1509.71,1327.21,1073.93,1542.71,1595.19,1983.44,1721.18,1452.5,1960.43,1629.94,1203.45,1480.76,1167.19,2050.99,2071.11,961.49,1877.65,1435.79,2576.98,2656.79,2147.83,1908.38,1286.41,1531.01,1549.34,1527.97,2182.02,1708.43,2923.83,1789.88,1001.81,1866.12,1678.09,2193.23,1562.99,1059.43,1586.55,1993.08,1813.39,1756.43,1277.72,1534.84,1513.35,1932.32,1736.36,2179.9,1966.41,1554.77,1230.97,1490.43,2101.01,1967.55,1311.97,1518.18,1544.14,1835.95,1653.04,1487.39,1675.45,1810.31,1629.69,1412.6,1146.81,1012.64,1637.91,353.31,1977.07,1662.65,1040.1,393.56,1945.65,1749.61,1023.53,1663.89,2734.96,2087.1,1274.5,2555.79,2509.08,1095.39,934.73,628.12,273.57,536.13,495.91,723.23,1273.18,1432.67,1248.32,1266.07,1644.1,1646.31,1500.39,1517.99,1576.23,1828.81,1932.44,1718.26,3057.17,860.28,890.68,214.67,678.08,945.24,1771.14,1864.15,1764.69,1873.61,1929.58,2090.45,2328.98,1923.24,1693.41,695.11,1744.07,1960.24,650.0,497.01,891.37,1039.75,1985.22,1535.09,1393.52,1108.2,1168.52,1367.56,1678.77,1326.95,2728.06,2471.9,2099.1,1978.89,2726.86,2776.35,254.9,280.77,1008.08,2092.0,2555.03,1484.2,593.05,878.11,1467.24,1108.79,618.42,1930.7,1591.69,1345.03,1268.61,1811.72,1707.4,1826.56,1679.5,880.89,682.03,1178.79,1073.63,912.29,1322.93,1202.03,1311.67,1413.42,1511.69,1568.48,1275.16,1145.39,1222.88,2212.81,2046.42,2133.53,1396.88,1557.64,736.1,269.03,449.62,349.29,1380.03,1238.55,1830.71,1718.73,1541.16,1645.93,2124.86,2016.19,2201.38,1783.74,1911.87,981.17,662.9,1299.13,2096.31
14 East 18 Street,1885.16,1673.24,1635.39,1848.01,1553.04,1383.99,871.85,1596.22,1648.7,1801.84,1774.69,1495.84,2013.94,1683.45,1176.76,1299.16,982.53,2104.5,2124.62,1150.44,1920.98,1489.3,2632.49,2710.3,1966.23,1951.72,1329.74,1584.51,1475.0,1581.48,2000.42,1771.14,2977.34,1843.39,1055.31,1664.04,1476.02,2246.74,1616.5,857.36,1640.05,1947.02,1674.67,1807.7,1075.65,1578.18,1311.27,1750.71,1779.7,1998.29,1784.81,1743.72,1284.48,1308.83,2144.35,2010.88,1365.48,1674.24,1587.47,1654.35,1696.37,1544.16,1732.23,1863.82,1683.19,1455.94,1216.65,1069.41,1456.3,424.32,2030.58,1716.16,1229.06,260.78,1743.58,1547.54,1032.55,1707.23,2615.12,1905.49,1317.84,2374.19,2327.47,1284.34,1067.92,426.05,119.51,579.47,636.25,856.41,1074.68,1230.59,1046.24,1319.58,1462.5,1464.71,1543.72,1561.32,1619.57,1872.15,1750.83,1536.66,2875.57,1008.88,1031.02,355.01,766.33,1008.01,1824.64,1682.54,1583.08,1692.0,1983.09,2143.96,2190.26,1966.57,1736.74,748.62,1797.58,2008.58,790.34,637.35,972.9,1121.28,2051.57,1578.43,1436.85,1161.71,1222.03,1410.9,1497.17,1408.48,2777.09,2520.93,1917.5,1797.29,2569.96,2637.63,372.68,495.14,823.42,2011.14,2604.07,1527.53,412.96,686.54,1510.57,1193.7,758.75,1984.21,1645.2,1163.43,1066.54,1865.23,1760.91,1869.9,1722.83,934.4,735.53,1232.29,1127.13,710.21,1194.17,1099.26,1355.01,1466.93,1565.19,1366.41,1318.49,1188.72,1266.22,2074.09,1907.7,1994.81,1322.55,1540.77,789.6,312.36,256.35,249.51,1519.44,1401.27,1893.42,1781.44,1594.67,1699.44,2168.19,2073.19,1999.31,1766.86,1886.45,796.5,572.78,1117.53,1894.24
234 East 29 Street,1725.06,1513.15,1475.3,1815.76,1392.95,1223.9,985.73,1436.13,1488.61,1928.65,1614.6,1335.75,1853.84,1523.35,1096.86,1425.97,1074.42,1944.4,1964.53,1036.93,1760.89,1329.21,2746.63,2550.21,2093.04,1791.62,1169.65,1424.42,1442.75,1421.38,2127.23,1611.05,2817.25,1683.29,895.22,1777.92,1589.89,2086.65,1456.41,971.23,1479.96,2104.19,1831.83,1647.61,1189.52,1418.09,1425.15,1877.53,1619.61,2125.11,1911.62,1623.41,1124.39,1435.64,1984.26,1850.79,1205.39,1514.15,1427.38,1781.17,1536.28,1384.07,1572.14,1703.73,1523.1,1295.84,1056.56,909.32,1583.12,264.22,1870.49,1556.06,1115.54,276.8,1857.45,1659.47,916.95,1547.14,2628.37,2032.31,1157.75,2501.0,2454.29,1170.82,907.83,539.92,180.8,419.37,491.79,696.32,1190.45,1344.47,1160.12,1159.48,1589.31,1591.52,1383.63,1401.23,1459.47,1712.05,1877.65,1663.47,3002.38,895.37,886.55,241.49,606.23,847.91,1664.55,1809.36,1709.9,1818.82,1823.0,1983.87,2347.43,1806.48,1576.65,588.53,1637.49,1853.66,676.82,523.84,812.8,961.18,1891.47,1418.34,1276.76,1001.62,1061.93,1250.81,1623.98,1248.39,2897.71,2641.54,2044.32,1924.1,2696.77,2794.8,424.55,381.62,915.31,2168.31,2724.68,1367.44,570.13,761.35,1350.48,1033.61,614.29,1824.12,1485.11,1290.25,1180.41,1705.14,1600.81,1709.81,1562.74,774.31,575.44,1072.2,967.04,824.09,1216.34,1095.44,1194.92,1306.84,1405.1,1480.28,1158.4,1028.63,1106.12,2231.26,2064.87,2151.97,1290.29,1451.06,629.51,152.27,356.85,445.88,1359.35,1241.18,1733.32,1621.34,1434.57,1539.35,2008.1,1913.09,2113.18,1677.15,1805.29,888.4,546.14,1244.34,2008.11
238 East 40 Street,1652.4,1455.26,1402.64,1743.09,1335.06,1151.23,1047.37,1363.47,1415.95,1990.57,1541.94,1277.86,1781.18,1450.69,1024.2,1487.89,1090.34,1871.74,1891.87,1000.95,1703.0,1256.55,2734.7,2477.54,2154.96,1733.73,1111.76,1351.76,1370.09,1348.72,2189.15,1538.39,2744.59,1610.63,822.56,1804.54,1626.32,2013.99,1383.74,1043.43,1407.3,2150.8,1954.38,1589.72,1197.85,1360.2,1433.47,1939.45,1561.72,2187.02,1973.54,1565.52,1051.72,1497.56,1926.37,1792.9,1132.73,1456.26,1369.49,1843.08,1478.39,1311.41,1499.47,1631.07,1450.44,1237.95,983.9,836.66,1645.03,171.97,1797.83,1483.4,1079.56,338.72,1870.55,1586.81,844.28,1489.25,2555.71,2094.23,1099.86,2562.92,2516.21,1134.84,838.56,688.5,329.38,361.48,422.52,627.06,1252.55,1352.79,1152.36,1086.82,1651.23,1653.44,1325.74,1343.34,1401.58,1654.16,1935.01,1725.39,3064.3,859.39,817.29,224.04,548.34,775.25,1591.89,1871.28,1771.81,1880.74,1750.34,1911.21,2469.97,1748.59,1518.76,515.87,1564.82,1780.99,640.84,487.86,743.54,891.92,1833.58,1360.45,1218.87,928.96,989.27,1192.92,1681.34,1179.12,2885.78,2629.62,2106.23,1986.02,2758.69,2917.34,513.82,348.51,886.18,2249.72,2712.75,1309.55,692.67,823.27,1292.59,975.72,545.02,1751.46,1412.44,1352.16,1265.7,1632.48,1528.15,1651.92,1504.85,701.65,502.78,999.54,894.38,972.66,1143.68,1022.78,1137.03,1234.18,1332.44,1488.61,1100.51,970.74,1048.23,2353.8,2187.42,2274.52,1217.63,1378.4,556.85,157.04,505.42,546.46,1301.46,1183.29,1660.66,1548.68,1361.91,1466.69,1950.21,1855.2,2041.67,1604.49,1732.63,816.96,608.06,1306.26,1942.94
782 Eighth Avenue,1907.38,1531.01,1657.62,1998.08,1410.81,1204.49,1272.33,1618.45,1517.18,2202.31,1796.92,1365.63,2036.17,1705.68,1279.19,1699.63,1345.33,2126.73,2146.85,881.57,1790.77,1511.53,2704.43,2732.53,2366.7,1821.5,1199.53,1606.74,1625.07,1603.7,2400.89,1585.71,2999.57,1865.61,940.67,2059.52,1876.49,2268.97,1638.73,1257.83,1662.28,2120.53,2046.0,1665.47,1452.83,1447.97,1688.45,2151.19,1637.47,2398.76,2185.28,1474.84,1306.71,1709.3,2002.12,1880.67,1387.71,1438.26,1445.24,2054.82,1554.14,1364.66,1552.73,1886.05,1705.42,1325.72,1024.08,889.91,1856.77,230.58,2052.81,1738.39,960.18,590.29,2125.53,1841.79,1099.27,1577.02,2810.69,2305.97,1175.61,2774.66,2727.95,1015.47,812.0,826.52,470.31,415.29,373.19,600.5,1475.15,1607.77,1407.34,1218.52,1862.97,1865.18,1401.49,1419.09,1489.35,1741.93,2151.31,1937.13,3276.04,745.82,767.95,179.54,555.35,822.51,1846.87,2083.02,1983.56,2092.48,2005.32,2166.19,2545.97,1824.34,1606.53,595.97,1819.81,2035.98,527.27,374.29,768.64,917.02,1905.3,1448.22,1294.62,1183.94,1244.25,1268.67,1897.64,1204.23,2855.51,2599.35,2317.97,2197.76,2943.85,2967.79,511.48,200.84,1141.17,2219.45,2682.48,1397.32,813.43,1074.84,1380.36,986.06,495.69,2006.44,1667.43,1563.9,1467.01,1887.46,1783.14,1739.69,1592.62,956.63,642.71,1254.52,1051.45,1110.68,1398.66,1277.77,1224.8,1489.16,1587.42,1743.59,1188.28,1058.51,1123.98,2445.42,2279.04,2366.14,1472.61,1633.38,811.83,391.56,646.35,605.86,1300.1,1158.63,1707.98,1596.0,1616.9,1721.67,2037.98,1936.27,2296.65,1859.47,1987.61,1071.94,859.63,1518.0,2197.93
215 W 58th Street,1844.77,1415.7,1595.0,1924.71,1295.5,1091.64,1228.98,1555.83,1404.33,2238.46,1734.3,1250.31,1973.55,1615.04,1205.82,1735.78,1271.96,2064.11,2084.23,732.65,1675.46,1448.91,2760.18,2669.91,2402.85,1706.19,1084.22,1544.12,1551.7,1541.09,2437.04,1472.86,2933.25,1762.78,827.83,1986.15,1807.94,2206.35,1576.11,1276.72,1599.66,2176.28,2101.75,1527.59,1379.46,1332.66,1615.08,2187.33,1522.16,2434.91,2221.43,1325.93,1233.34,1745.45,1886.81,1765.36,1319.39,1289.34,1329.93,2090.97,1438.83,1251.81,1439.88,1823.43,1642.81,1210.41,911.24,777.07,1892.92,209.25,1990.19,1675.77,811.27,594.13,2052.16,1768.42,1025.9,1461.71,2737.32,2342.11,1060.3,2810.81,2764.09,866.55,696.69,845.41,486.29,299.98,257.88,485.19,1495.94,1534.4,1333.97,1105.68,1899.12,1901.33,1272.11,1303.78,1374.04,1626.62,2116.62,1973.28,3312.19,609.13,652.64,245.95,440.04,709.67,1784.25,2119.16,2019.7,2128.62,1942.7,2103.57,2601.72,1709.03,1491.22,493.5,1746.44,1962.61,390.58,237.59,655.8,804.18,1756.38,1332.91,1179.31,1110.57,1170.89,1153.36,1862.96,1091.38,2911.26,2655.1,2354.12,2233.91,2999.59,3023.54,577.88,185.89,1067.8,2275.2,2738.23,1282.01,849.58,1078.68,1265.05,870.75,380.38,1943.82,1604.81,1600.05,1485.9,1824.84,1720.52,1624.38,1477.31,883.26,529.87,1186.2,938.6,1129.57,1325.3,1204.4,1109.49,1415.79,1514.05,1670.22,1072.97,943.2,1008.67,2501.17,2334.79,2421.89,1399.24,1560.01,731.55,407.54,662.33,662.98,1151.19,1009.71,1595.13,1483.15,1543.53,1659.05,1922.67,1787.35,2223.28,1786.1,1914.24,998.57,863.47,1554.15,2124.56
131 Amsterdam Avenue,2028.55,1330.41,1778.79,2108.49,1173.17,1275.42,1412.76,1739.61,1588.11,2335.43,1918.08,1339.63,2157.33,1798.82,1389.6,1832.74,1455.74,2247.89,2268.01,577.8,1570.8,1632.69,2853.35,2853.69,2499.82,1723.71,1173.53,1727.91,1735.49,1724.87,2534.0,1656.64,3117.04,1946.56,1011.61,2169.94,1991.72,2390.13,1759.89,1466.96,1783.44,2269.45,2194.91,1396.29,1563.24,1296.31,1798.87,2284.3,1417.35,2531.88,2318.39,1194.63,1417.12,1842.41,1823.09,1721.76,1503.18,1158.04,1266.21,2187.94,1352.4,1435.6,1623.67,2007.21,1826.59,1229.42,1095.02,960.85,1989.89,399.48,2173.97,1859.55,656.77,784.36,2235.94,1952.2,1209.68,1376.42,2921.11,2439.08,990.2,2907.77,2861.06,735.25,786.01,1035.64,676.53,430.75,388.65,574.5,1625.16,1718.19,1517.75,1289.46,1996.08,1998.3,1140.81,1217.31,1435.16,1530.94,2284.42,2070.24,3409.15,427.06,577.22,432.8,570.81,893.45,1968.04,2216.13,2116.67,2225.59,2126.48,2287.35,2694.88,1645.31,1474.62,683.74,1930.22,2146.39,208.52,7.83,839.58,987.96,1625.08,1286.37,1115.59,1294.35,1354.67,1071.65,2030.75,1275.17,3004.42,2748.26,2451.09,2330.87,3092.76,3116.7,764.73,314.27,1251.58,2368.36,2831.4,1371.32,1039.72,1268.92,1193.59,762.06,443.88,2127.6,1788.59,1697.02,1676.14,2008.63,1904.3,1544.83,1379.59,1067.04,713.65,1369.99,1122.38,1319.81,1509.08,1388.18,1198.8,1599.57,1697.84,1854.0,1105.24,1032.51,926.97,2594.34,2427.95,2515.05,1583.03,1743.79,921.79,597.78,852.57,853.21,1019.89,878.41,1778.92,1666.94,1727.31,1842.83,1940.18,1656.05,2407.06,1969.89,2098.02,1182.35,1053.7,1651.12,2308.34
207 West 77th Street,2077.65,1228.08,1827.89,2157.6,1070.84,1324.53,1461.87,1788.72,1637.22,2419.75,1967.19,1237.3,2206.44,1847.93,1438.71,1917.06,1504.85,2297.0,2317.12,475.47,1468.47,1681.8,2937.67,2902.8,2584.14,1621.38,1071.2,1777.01,1784.59,1773.97,2618.32,1705.75,3166.14,1987.29,1060.71,2219.04,2040.83,2439.24,1809.0,1516.06,1832.55,2353.76,2279.23,1293.96,1612.35,1193.98,1847.97,2368.62,1315.02,2616.2,2402.71,1092.3,1466.23,1926.73,1720.76,1619.43,1552.28,1055.71,1163.88,2272.26,1250.07,1484.7,1672.77,2056.32,1875.69,1127.09,1144.13,1009.96,2074.21,448.59,2223.08,1908.66,554.44,833.47,2285.05,2001.31,1258.79,1274.09,2970.21,2523.4,887.87,2992.09,2945.38,632.92,683.68,1084.75,725.63,459.89,394.84,472.17,1709.48,1767.29,1566.86,1338.56,2080.4,2082.61,1038.48,1114.98,1332.83,1428.61,2349.51,2154.56,3493.47,324.73,474.9,481.9,516.09,942.55,2017.14,2300.45,2200.99,2309.91,2175.59,2336.46,2779.2,1542.98,1372.29,732.84,1979.33,2195.5,106.19,137.04,888.69,1037.07,1522.76,1184.04,1013.27,1343.46,1403.77,969.32,2095.85,1324.27,3088.74,2832.58,2535.41,2415.19,3177.08,3201.02,813.83,363.38,1300.69,2452.68,2915.71,1268.99,1088.92,1318.03,1091.26,659.73,341.55,2176.71,1837.7,1781.34,1725.24,2057.73,1953.41,1442.5,1277.27,1116.15,762.76,1419.09,1171.49,1368.92,1558.18,1437.29,1096.47,1648.68,1746.94,1903.11,1002.91,930.18,824.64,2678.66,2512.27,2599.37,1632.13,1792.9,970.9,646.88,901.68,902.32,917.56,776.09,1723.12,1716.04,1776.42,1891.94,1837.85,1553.72,2456.17,2018.99,2147.13,1231.46,1102.81,1735.44,2357.45
120 West 83 Street,2187.44,1293.1,1937.68,2267.38,1135.86,1434.31,1571.65,1898.5,1747.0,2539.5,2076.97,1242.02,2316.22,1957.71,1548.49,2036.82,1614.63,2406.78,2426.9,505.62,1533.49,1791.58,3057.43,3012.58,2703.9,1686.39,1075.92,1886.79,1894.38,1883.76,2738.08,1815.53,3275.93,2052.31,1170.5,2328.82,2150.61,2549.02,1918.78,1607.18,1942.33,2473.52,2398.99,1358.97,1722.13,1259.0,1957.76,2488.38,1380.03,2735.96,2522.47,1157.32,1576.01,2046.49,1785.78,1684.45,1662.06,1120.73,1228.9,2392.02,1315.08,1594.48,1782.55,2166.1,1985.48,1157.24,1253.91,1119.74,2193.97,568.35,2332.86,2018.44,584.59,902.47,2394.83,2111.09,1368.57,1339.11,3080.0,2643.16,918.03,3111.85,3065.14,697.94,688.4,1204.51,845.39,457.14,392.09,476.89,1816.3,1877.08,1676.64,1448.35,2200.16,2202.38,1103.49,1180.0,1365.74,1493.63,2459.3,2274.32,3613.23,354.89,490.85,601.66,513.34,1052.34,2126.93,2420.21,2320.75,2429.67,2285.37,2446.24,2898.96,1608.0,1437.31,849.27,2089.11,2305.28,136.34,256.8,998.47,1146.85,1587.77,1249.06,1078.28,1453.24,1513.56,999.47,2205.63,1434.05,3208.5,2952.34,2655.17,2534.95,3296.84,3320.78,933.59,483.14,1410.47,2572.44,3035.47,1273.71,1208.68,1387.02,1156.28,689.89,357.51,2286.49,1947.48,1901.1,1829.45,2167.51,2063.19,1507.52,1342.28,1225.93,872.54,1528.88,1281.27,1488.68,1667.97,1547.07,1101.19,1758.46,1856.72,2012.89,1033.06,934.9,854.79,2798.42,2632.03,2719.13,1741.92,1902.68,1087.33,766.64,1021.44,1022.08,982.57,841.1,1788.13,1825.82,1886.2,2001.72,1902.87,1618.74,2565.95,2128.78,2256.91,1341.24,1171.81,1855.19,2467.23
165 East 51 Street,1778.58,1402.71,1528.81,1869.27,1282.5,1048.88,1146.43,1489.64,1361.57,2093.67,1668.11,1225.3,1907.36,1572.28,1150.38,1590.99,1216.52,1997.92,2018.04,855.97,1650.44,1382.72,2746.82,2603.72,2258.06,1681.18,1059.2,1477.93,1496.26,1474.9,2292.25,1430.1,2870.76,1720.02,785.07,1930.71,1750.59,2140.16,1509.92,1131.93,1533.47,2162.92,1966.5,1537.17,1324.02,1307.64,1559.65,2042.55,1509.16,2290.12,2076.64,1449.25,1177.9,1600.66,1873.81,1740.34,1258.9,1403.71,1316.94,1946.18,1425.83,1209.05,1397.12,1757.24,1576.62,1185.4,868.48,734.31,1748.13,64.46,1924.0,1609.58,934.58,449.34,1996.72,1712.98,970.46,1436.69,2681.89,2197.32,1047.3,2666.02,2619.3,989.87,708.06,700.62,341.5,262.25,269.53,496.56,1351.15,1478.96,1278.53,1062.92,1754.33,1756.54,1273.19,1290.79,1349.03,1601.61,2042.67,1828.49,3167.4,714.41,664.3,186.15,444.49,666.91,1718.06,1974.38,1874.91,1983.83,1876.51,2037.38,2482.09,1696.04,1466.21,440.37,1691.0,1907.17,495.87,342.88,613.04,761.42,1781.03,1307.89,1166.32,1055.13,1115.45,1140.36,1789.0,1048.62,2897.9,2641.74,2209.33,2089.12,2861.79,2929.46,525.93,213.14,1012.36,2261.83,2724.87,1256.99,704.79,933.89,1240.04,882.41,392.03,1877.63,1538.62,1455.26,1341.11,1758.65,1654.33,1599.36,1452.29,827.82,487.11,1125.71,895.84,984.78,1269.86,1148.96,1084.47,1360.35,1458.61,1614.78,1047.95,918.19,995.68,2365.92,2199.53,2286.64,1343.81,1504.57,678.42,262.75,517.54,558.58,1248.9,1130.73,1552.38,1440.39,1488.09,1592.86,1897.66,1802.65,2167.84,1730.67,1858.8,943.13,718.68,1409.36,2069.12
221 East 75 Street,1919.83,1200.19,1670.07,1999.77,1079.98,1166.7,1304.04,1630.89,1479.4,2265.15,1809.36,1022.78,2048.61,1690.1,1280.88,1762.46,1347.02,2139.17,2159.29,699.0,1447.92,1523.97,3017.65,2744.97,2429.54,1478.66,856.69,1619.19,1626.77,1616.15,2463.72,1547.92,3008.32,1837.84,902.89,2061.22,1883.0,2281.41,1651.17,1318.01,1674.72,2433.75,2237.33,1334.65,1454.52,1105.12,1690.15,2214.02,1306.64,2461.6,2248.11,1316.68,1308.4,1772.13,1671.29,1537.82,1394.45,1201.19,1114.42,2117.66,1223.31,1326.88,1514.94,1898.49,1717.87,982.88,986.3,852.13,1919.61,335.29,2065.25,1750.83,771.13,613.29,2127.22,1843.48,1100.96,1234.17,2812.39,2368.8,844.78,2837.49,2790.78,927.88,469.16,971.45,612.33,167.97,97.39,257.65,1527.13,1609.47,1409.03,1180.74,1925.8,1928.02,1070.67,1088.27,1146.51,1399.09,2191.69,1999.96,3338.87,594.81,495.28,430.83,258.5,784.73,1859.32,2145.85,2046.39,2155.31,2017.76,2178.63,2752.92,1493.52,1263.69,581.66,1821.5,2037.67,455.25,398.75,730.86,879.24,1578.51,1105.37,963.8,1185.63,1245.95,937.84,1938.02,1166.44,3168.73,2912.57,2380.81,2260.59,3033.27,3195.45,796.77,452.48,1142.86,2532.67,2995.7,1054.47,975.62,1097.85,1037.52,702.42,243.24,2018.88,1679.87,1626.74,1540.28,1899.91,1795.58,1396.84,1249.78,958.32,604.93,1261.27,1013.66,1255.61,1400.36,1279.46,881.95,1490.85,1589.12,1745.28,845.44,715.67,793.16,2636.75,2470.36,2557.47,1474.31,1635.07,819.72,533.58,788.38,829.41,1052.63,934.45,1614.52,1558.22,1618.59,1734.11,1695.14,1600.13,2298.34,1861.17,1989.3,1073.63,882.63,1580.83,2199.62
